Urdu,RomanUrdu
مگر اس پہ کویی کرے بہی کیا یہ تو میکدے کا نظام ہے,magar is pe koee kare bhee kyaa ye to maikade kaa nizaam hai
ہنسنے والوں سے ہنسا کرتے ہیں,hansne vaalon se hansaa karte hain
انکہ جہپکی کہ ادہر ختم ہوا روز وصال,aankh jhapkee ki idhar khatm huaa rozevisaal
مے خانۂ یورپ کے دستور نرالے ہیں,maikhaanaeeurope ke dastoor niraale hain
گوہر کو عقد گردن خوباں میں دیکہنا,gauhar ko aqdegardanekhoobaan men dekhnaa
جب سے اس میں مقام ہے تیرا,jab se is men maqaam hai teraa
چپ ہی بہلی اے اہل نظر خاموش رہو,chup hee bhalee ai ahlenazar khaamosh raho
شعاع صبح کی صورت اتر بہی اتا ہے,shuaaesubh kee soorat utar bhee aataa hai
میرے رستے ہویے زخموں کے حسابوں کی طرح,mere riste hue zakhmon ke hisaabon kee tarah
مقدور ہو تو ساتہ رکہوں نوحہ گر کو میں,maqdoor ho to saath rakhoon nauhagar ko main
کروں بے داد ذوق پر فشانی عرض کیا قدرت,karoon bedaadezauqeparfishaanee arz kyaa qudrat
یاد ابرو میں ہے اکبرؔ محو یوں,yaadeabroo men hai akbar mahv yuun
نہ پایا دردمند دوری یاران یک دل نے,na paayaa dardmandedooreeeyaaraaneyakdil ne
اب تو نباہنا ہے جب اک کام کر پڑے,ab to nibaahnaa hai jab ik kaam kar pade
سایہ کی طرح ساتہ پہریں سرو و صنوبر,saae kee tarah saath phiren sarv o sanobar
ہم تری دوستی سے ڈرتے ہیں,ham tiree dostee se darte hain
کہ گوش گل نم شبنم سے پنبہ اگیں ہے,ki goshegul nameshabnam se pambaaageen hai
اوارہ ہے پہر کوہ ندا پر جو بشارت,aavaara hai phir kohenidaa par jo bashaarat
جس کا عمل ہے بے غرض اس کی جزا کچہ اور ہے,jis kaa amal hai be haraz us kee jazaa kuchh aur hai
سینے میں نہ اک اگ سی بہڑکاییں تو سوییں,siine men na ik aag see bhadkaaen to soen
سر جہکانے سے کچہ نہیں ہوتا سر اٹہاو تو کویی بات بنے,sar jhukaane se kuchh naheen hotaa sar uthaao to koee baat bane
چہرے تک استین وہ لا کر چلے گیے,chehre tak aasteen vo laa kar chale gae
رکے رکے سے قدم رک کے بار بار چلے,ruke ruke se qadam ruk ke baar baar chale
میرے ہاتہوں کو جدا باندہتے ہیں,mere haathon ko judaa baandhte hain
دل کی وارفتگی ہے اپنی جگہ,dil kee vaaraftagee hai apnee jagah
محبت کو بڑا دہوکا رہا ہے,mohabbat ko badaa dhokaa rahaa hai
شام سے ا گیے جو پینے پر,shaam se aa gae jo piine par
جی کے زیان کو بہی ہم سود جانتے ہیں,jee ke ziyaan ko bhee ham suud jaante hain
کہ رنگ و بویے چمن کا کچہ اعتبار نہیں,ki rangobooechaman kaa kuchh e tibaar naheen
کام کس کس کے مرا خرمن برباد ایا,kaam kis kis ke miraa khirmanebarbaad aayaa
خوبی لفظ و بیاں سے کچہ سوا,khoobeeelafzobayaan se kuchh sivaa
دیکہا تو ہم میں طاقت دیدار بہی نہیں,dekhaa to ham men taaqatedeedaar bhee naheen
ہر قدم پر ہے محتسب جالبؔ,har qadam par hai mohtasib jaalib
بربادیوں کا سوگ منانا فضول تہا,barbaadiyon kaa sog manaanaa fuzool thaa
اس ماہ چاردہ کا چہپے عشق کیونکے اہ,is maahechaardah kaa chhape ishq kyoonke aah
زندگی اک عمر سے چپ ہے ترے اصرار پر,zindagee ik umr se chup hai tire israar par
چلو ہم ہی پہل کر دیں کہ ہم سے بد گماں کیوں ہو,chalo ham hee pahal kar den ki ham se badgumaan kyuun ho
کاغذ پہ قسمتوں کو سنوار ایے یہ نہیں,kaa haz pe qismaton ko sanvaar aae ye naheen
جوہر ایینہ جز رمز سر مژگاں نہیں,jauhareaaeena juz ramzesaremizhgaan naheen
ذرا سی بات پہ برپا قیامتیں کرنی,zaraa see baat pe barpaa qayaamaten karnee
میں یہاں ہوں وہاں ہے دل میرا,main yahaan huun vahaan hai dil meraa
راہ میں کچہ نظر اتی ہے خطر کی صورت,raah men kuchh nazar aatee hai khatar kee soorat
وہ اتش ہوں جس میں شرارہ نہیں,vo aatish huun jis men sharaara naheen
ہر سکوت شب غم کویی صدا مانگے ہے,har sukooteshabe ham koee sadaa maange hai
جہاں میں وا نہ کویی چشم امتیاز کرے,jahaan men vaa na koee chashmeimtiyaaz kare
تہک کر یوں ہی پل بہر کے لیے انکہ لگی تہی,thak kar yoonhee pal bhar ke liye aankh lagee thee
کاش وہ اس طرف نظر کر دے,kaash vo is taraf nazar kar de
ہوا ہے حکم کہ کیفیؔ کو سنگسار کرو,huaa hai hukm ki kaifee ko sangsaar karo
پہر یوں ہوا وہ چند مکانوں میں بٹ گیا,phir yuun huaa vo chand makaanon men bat gayaa
چپ رہ نہ سکا حضرت یزداں میں بہی اقبالؔ,chup rah na sakaa hazrateyazdaan men bhee iqbaal
پوچہنا کیا تری زیبایی کا,poochhnaa kyaa tiree zebaaee kaa
عاشق نقاب جلوۂ جانانہ چاہیے,aashiq naqaabejalvaejaanaana chaahiye
دل کی تکلیف کم نہیں کرتے,dil kee takleef kam naheen karte
شہہ نشاں ہوگی اہ میری نفس مرا شعلہ بار ہوگا,shah nishaan hogee aah meree nafas miraa shoala baar hogaa
ہاں نشاط امد فصل بہاری واہ واہ,haan nashaateaamadefaslebahaaree vaah vaah
محبت میں وفاداری سے بچیے,mohabbat men vafaadaaree se bachiye
سرمے سے تیز دشنۂ مژگاں کیے ہویے,surme se tez dashnaemizhgaan kiye hue
پہول اگر شاخوں سے دہوکا کہاتے ہیں,phuul agar shaakhon se dhokaa khaate hain
مرثیے نے دل کے میرے بہی رلایا ہے بہت,marsiye ne dil ke mere bhee rulaayaa hai bahut
ہمیں یہ شوق ہے کیا استیں بہگونے کا,hamen ye shauq hai kyaa aasteen bhigone kaa
نگہ یار کو اب کیوں ہے تغافل اے دل,nigaheyaar ko ab kyuun hai ta haaful ai dil
دکہ سکہ کا یہ جنتر منتر جتنا تیرا اتنا میرا,dukh sukh kaa ye jantarmantar jitnaa teraa utnaa meraa
فیضؔ تابندگی دیدۂ تر تو دیکہو,faiz taabindagiedeedaetar to dekho
سر بسر صحرایے عالم جلوہ زار یار تہا,sarbasar sahraaeaalam jalvazaareyaar thaa
جانا پڑا رقیب کے در پر ہزار بار,jaanaa padaa raqeeb ke dar par hazaar baar
اک اگ کا دریا ہے اور ڈوب کے جانا ہے,ik aag kaa dariyaa hai aur duub ke jaanaa hai
بس ایک حشر خموش انجمن میں برپا تہا,bas ek hashrekhamosh anjuman men barpaa thaa
کیوں گردش مدام سے گہبرا نہ جاے دل,kyuun gardishemudaam se ghabraa na jaae dil
میں تمنایے شہادت کا مزا بہول گیا,main tamannaaeshahaadat kaa mazaa bhuul gayaa
کسی کو چہوڑ کے جانا بہی تو نہیں ایا,kisee ko chhod ke jaanaa bhee to naheen aayaa
اور میرے اس پاس چمکتا ہوا سا کچہ,aur mere aaspaas chamaktaa huaa saa kuchh
اس نے دیکہی ہی نہیں کیسۂ زر کی صورت,us ne dekhee hee naheen keesaezar kee soorat
بستیاں ڈہونڈہ رہی ہیں انہیں ویرانوں میں,bastiyaan dhoondh rahee hain unhen veeraanon men
لکہ دیجیو یا رب اسے قسمت میں عدو کی,likh deejiyo yaa rab use qismat men adoo kee
مجنوں بہی لے گا ان کے قدم ایسے شخص ہیں,majnoon bhee legaa un ke qadam aise shakhs hain
کس کا کعبہ کیسا قبلہ کون حرم ہے کیا احرام,kis kaa kaaba kaisaa qibla kaun haram hai kyaa ehraam
ہر رگ خوں میں پہر چراغاں ہو,har ragekhoon men phir charaa haan ho
حلقۂ صوفی میں ذکر بے نم و بے سوز و ساز,halqaesoofee men zikr benam o besozosaaz
اے طایر لاہوتی اس رزق سے موت اچہی,ai taairelaahautee us rizq se maut achchhee
داغؔ اترایے ہویے پہرتے ہیں اج,daa h itraae hue phirte hain aaj
چلا ہے چہوڑ کے بسمل مجہے ہرن کی طرف,chalaa hai chhod ke bismil mujhe hiran kee taraf
ہویے روپوش اس کا حسن دیکہ انجم کے جوں خوباں,hue rooposh us kaa husn dekh anjum ke juun khoobaan
پہر یوں ہوا وہ کہو گیی تو مجہ کو ضد سی ہو گیی لاییں گے اس کو ڈہونڈ کر میں اور مری اوارگی,phir yuun huaa vo kho gaee to mujh ko zid see ho gaee laaenge us ko dhoond kar main aur miree aavaargee
حضرت اکبرؔ کو بالاخر طلب کرنا پڑا,hazrate akbar ko bilaakhir talab karnaa padaa
زلفیں سینہ ناف کمر,zulfen siina naaf kamar
ہے دیکہنے کی چیز اسے بار بار دیکہ,hai dekhne kee chiiz ise baar baar dekh
جلا کے رکہ لیا ہاتہوں کے ساتہ دامن تک,jalaa ke rakh liyaa haathon ke saath daaman tak
تیری میزاں ہے شمار سحر و شام ابہی,teree meezaan hai shumaaresaharoshaam abhee
اب سمجہنے لگا ہوں سود و زیاں,ab samajhne lagaa huun soodoziyaan
سنا ہے بند کیے جا رہے ہیں بت خانے,sunaa hai band kiye jaa rahe hain butkhaane
کہلتے نہیں ہیں راز جو سوز نہاں کے ہیں,khulte naheen hain raaz jo sozenihaan ke hain
مجہے رنگ بہار ایجادی بیدل پسند ایا,mujhe rangebahaareejaadiebedilpasand aayaa
تجہے تو وعدۂ دیدار ہم سے کرنا تہا,tujhe to vaadaedeedaar ham se karnaa thaa
ہمیں لاکہ زمانہ لبہایے تو کیا نیے رنگ جو چرخ دکہایے تو کیا,hamen laakh zamaana lubhaae to kyaa nae rang jo charkh dikhaae to kyaa
عقل میں یوں تو نہیں کویی کمی,aql men yuun to naheen koee kamee
کہ یہ بلا بہی ترے عاشقوں کے سر ایی,ki ye balaa bhee tire aashiqon ke sar aaee
وہ ہمارے قریب ہوتے ہیں,vo hamaare qareeb hote hain
پارسایی سی پارسایی ہے,paarsaaee see paarsaaee hai
عمر گزری ہے اس قدر تنہا,umr guzree hai is qadar tanhaa
ہوش کہویا ہے ہر نمازی کا,hosh khoyaa hai har namaazee kaa
رو رو کے کر رہی ہے صراحی وداع اسے,ro ro ke kar rahee hai suraahee vidaaa use
کس لیے کیجے بزم ارایی,kis liye kiije bazmaaraaee
زندگی اپنی جب اس شکل سے گزری غالبؔ,zindagee apnee jab is shakl se guzree haalib
تم بہی بے چین ہم بہی ہیں بے چین,tum bhee bechain ham bhee hain bechain
لوح جہاں پہ حرف مکرر نہیں ہوں میں,lauhejahaan pe harfemukarrar naheen huun main
بنی تہی کچہ اک اس سے مدت کے بعد,banee thee kuchh ik us se muddat ke baad
غنچہ تا شگفتن ہا برگ عافیت معلوم,huncha taa shaguftanhaa bargeaafiyat maaloom
اب اییں یا نہ اییں ادہر پوچہتے چلو,ab aaen yaa na aaen idhar poochhte chalo
اخری وقت تو سولی نہ چڑہاو یارو,aakhiree vaqt to suulee na chadhaao yaaro
اتا بہی اگر ہے تو وہ پہر جایے ہے الٹا,aataa bhee agar hai to vo phir jaae hai ultaa
رسم دنیا کو نبہانے کے لیے ہم سے رشتوں کی تجارت نہ ہویی,rasmeduniyaa ko nibhaane ke liye ham se rishton kee tijaarat na huee
ہاں سنبہل جاییں دو عالم ہوش میں اتا ہوں میں,haan sambhal jaaen doaalam hosh men aataa huun main
شیعہ بنا دیا ہمیں شیعہ کیے بغیر,shiiaa banaa diyaa hamen shiiaa kiye ba hair
انہیں میں راز ہیں گلباریوں کے,unheen men raaz hain gulbaariyon ke
ہو جاتا ہے ڈانوا ڈول کبہی,ho jaataa hai daanvaadol kabhee
یہ موسم رم جہم کا موسم یہ برکہا یہ مست فضا,ye mausam rimjhim kaa mausam ye barkhaa ye mast fazaa
بد گمانی سی بد گمانی ہے,badgumaanee see badgumaanee hai
مسیلہ جب بہی چراغوں کا اٹہا,masala jab bhee charaa hon kaa uthaa
وہ حرف راز کہ مجہ کو سکہا گیا ہے جنوں,vo harferaaz ki mujh ko sikhaa gayaa hai junoon
مقامات اہ و فغاں اور بہی ہیں,maqaamaateaahofu haan aur bhee hain
شیخ کا دہرم اور دین برہمن ازاد ہے,shaikh kaa dharm aur deenebarhaman aazaad hai
مگر جو دل پہ گزرے گی وہ دل ہی جانتا ہوگا,magar jo dil pe guzregee vo dil hee jaantaa hogaa
منہ کی بات سنے ہر کویی دل کے درد کو جانے کون,munh kee baat sune har koee dil ke dard ko jaane kaun
یہی ہوتا ہے خاندان میں کیا,yahee hotaa hai khaandaan men kyaa
بیداد عشق سے نہیں ڈرتا مگر اسدؔ,bedaadeishq se naheen dartaa magar asad
شعر دیوان ہوا جاتا ہے,sher deevaan huaa jaataa hai
یوں ہو کہ اور ہی کویی حوا ملے مجہے,yuun ho ki aur hee koee havvaa mile mujhe
نہ خوشی دے تو کچہ دلاسہ دے,na khushee de to kuchh dilaasa de
گوہر اس کی نظر میں جا نہ کرے,gauhar us kee nazar men jaa na kare
یار تیرا جام مے خمیازہ میرا اشنا,yaar teraa jaamemai khamyaaza meraa aashnaa
اگر گل سرو کے قامت پہ پیراہن نہ ہو جاوے,agar gul sarv ke qaamat pe pairaahan na ho jaave
کل پر ہی رکہو وفا کی باتیں,kal par hee rakho vafaa kee baaten
مجہے صبر و قرار ذرا نہ رہا اسے پاس حجاب و حیا نہ رہا,mujhe sabr o qaraar zaraa na rahaa use paasehijaabohayaa na rahaa
عاشق کی بے دلی کا تغافل نہیں جواب,aashiq kee bedilee kaa ta haaful naheen javaab
وہ یاد اب ہو رہی ہے دل سے رخصت,vo yaad ab ho rahee hai dil se rukhsat
میں مطمین ہوں مرا دل تری پناہ میں ہے,main mutmain huun miraa dil tiree panaah men hai
طریق عشق میں مجہ کو کویی کامل نہیں ملتا,tareeqeishq men mujh ko koee kaamil naheen miltaa
عمر بہر کی بے قراری کو قرار ا ہی گیا,umr bhar kee beqaraaree ko qaraar aa hee gayaa
ہیں زوال امادہ اجزا افرینش کے تمام,hain zavaalaamaada ajzaa aafreenash ke tamaam
کیسے اپنی ہنسی کو ضبط کروں,kaise apnee hansee ko zabt karoon
ہزاروں پارۂ دل میرے چشم تر میں اویں گے,hazaaron paaraedil mere chashmetar men aavenge
کویی بتایے میں مر چکا ہوں کہ جی رہا ہوں,koee bataae main mar chukaa huun ki jee rahaa huun
ہم تو اپنی اور سے ایے بہت,ham to apnee or se aae bahut
مجہے تو اج طلب کر لیا ہے صحرا نے,mujhe to aaj talab kar liyaa hai sahraa ne
وہ ملے تو یہ پوچہنا ہے مجہے,vo mile to ye poochhnaa hai mujhe
میں رات ٹوٹ کے رویا تو چین سے سویا,main raat tuut ke royaa to chain se soyaa
کویی شگوفہ نہ یہ کہلایے پیام لایی نہ ہو کہیں کا,koee shagoofa na ye khilaae payaam laaee na ho kaheen kaa
اس کو غم شایستگی درکار ہے,us ko ham shaaistagee darkaar hai
اس فصل میں کہ گل کا گریباں بہی ہے ہوا,us fasl men ki gul kaa garebaan bhee hai havaa
کبہی کسی کا گزرنا کبہی ٹہہر جانا,kabhee kisee kaa guzarnaa kabhee thahar jaanaa
جو کیا تو نے وہ اگے ترے فرہاد ایا,jo kiyaa too ne vo aage tire farhaad aayaa
اک اگ سی وہ اور لگا کر چلے گیے,ik aag see vo aur lagaa kar chale gae
اک خونچکاں کفن میں کروڑوں بناو ہیں,ik khoonchakaan kafan men karodon banaao hain
عشق کو بے نقاب ہونا تہا,ishq ko benaqaab honaa thaa
رستے میں وہ ملا تہا میں بچ کر گزر گیا,raste men vo milaa thaa main bach kar guzar gayaa
اگے میں کاروان سے نکلا,aage main kaarvaan se niklaa
ساتہ تو میرا زمیں دیتی مگر,saath to meraa zameen detee magar
اب وہ رسم تکلفات گیی,ab vo rasmetakallufaat gaee
اشجار سے سایہ دور ہوا چشموں نے ابلنا چہوڑ دیا,ashjaar se saaya duur huaa chashmon ne ubalnaa chhod diyaa
