Urdu,RomanUrdu
میں ڈہونڈہتا تہا دور خلاوں میں ایک جسم,main dhoondhtaa thaa duur khalaaon men ek jism
چہروں کا اک ہجوم مرے اس پاس تہا,chehron kaa ik hujoom mire aaspaas thaa
تم خوش تہے پتہروں کو خدا جان کے مگر,tum khush the pattharon ko khudaa jaan ke magar
مجہ کو یقین ہے وہ تمہارا قیاس تہا,mujh ko yaqeen hai vo tumhaaraa qayaas thaa
بخشا ہے جس نے روح کو زخموں کا پیرہن,bakhshaa hai jis ne ruuh ko zakhmon kaa pairahan
محسنؔ وہ شخص کتنا طبیعت شناس تہا,mohsin vo shakhs kitnaa tabeeatshanaas thaa
میں دل پہ جبر کروں گا تجہے بہلا دوں گا,main dil pe jabr karoongaa tujhe bhulaa doongaa
مروں گا خود بہی تجہے بہی کڑی سزا دوں گا,maroongaa khud bhee tujhe bhee kadee sazaa doongaa
یہ تیرگی مرے گہر کا ہی کیوں مقدر ہو,ye teergee mire ghar kaa hee kyuun muqaddar ho
میں تیرے شہر کے سارے دییے بجہا دوں گا,main tere shahar ke saare diye bujhaa doongaa
ہوا کا ہاتہ بٹاوں گا ہر تباہی میں,havaa kaa haath bataaoongaa har tabaahee men
ہرے شجر سے پرندے میں خود اڑا دوں گا,hare shajar se parinde main khud udaa doongaa
وفا کروں گا کسی سوگوار چہرے سے,vafaa karoongaa kisee sogvaar chehre se
پرانی قبر پہ کتبہ نیا سجا دوں گا,puraanee qabr pe katba nayaa sajaa doongaa
اسی خیال میں گزری ہے شام درد اکثر,isee khayaal men guzree hai shaamedard akasr
کہ درد حد سے بڑہے گا تو مسکرا دوں گا,ki dard had se badhegaa to muskuraa doongaa
تو اسمان کی صورت ہے گر پڑے گا کبہی,too aasmaan kee soorat hai gar padegaa kabhee
زمیں ہوں میں بہی مگر تجہ کو اسرا دوں گا,zameen huun main bhee magar tujh ko aasraa doongaa
بڑہا رہی ہیں مرے دکہ نشانیاں تیری,badhaa rahee hain mire dukh nishaaniyaan teree
میں تیرے خط تری تصویر تک جلا دوں گا,main tere khat tiree tasveer tak jalaa doongaa
بہت دنوں سے مرا دل اداس ہے محسنؔ,bahut dinon se miraa dil udaas hai mohsin
اس اینے کو کویی عکس اب نیا دوں گا,is aaine ko koee aks ab nayaa doongaa
میں کل تنہا تہا خلقت سو رہی تہی,main kal tanhaa thaa khilqat so rahee thee
مجہے خود سے بہی وحشت ہو رہی تہی,mujhe khud se bhee vahshat ho rahee thee
اسے جکڑا ہوا تہا زندگی نے,use jakdaa huaa thaa zindagee ne
سرہانے موت بیٹہی رو رہی تہی,sirhaane maut baithee ro rahee thee
کہلا مجہ پر کہ میری خوش نصیبی,khulaa mujh par ki meree khushnaseebee
مرے رستے میں کانٹے بو رہی تہی,mire raste men kaante bo rahee thee
مجہے بہی نارسایی کا ثمر دے,mujhe bhee naarasaaee kaa samar de
مجہے تیری تمنا جو رہی تہی,mujhe teree tamannaa jo rahee thee
مرا قاتل مرے اندر چہپا تہا,miraa qaatil mire andar chhupaa thaa
مگر بد نام خلقت ہو رہی تہی,magar badnaam khilqat ho rahee thee
بغاوت کر کے خود اپنے لہو سے,ba haavat kar ke khud apne lahoo se
غلامی داغ اپنے دہو رہی تہی,hulaamee daa h apne dho rahee thee
لبوں پر تہا سکوت مرگ لیکن,labon par thaa sukootemarg lekin
مرے دل میں قیامت سو رہی تہی,mire dil men qayaamat so rahee thee
بجز موج فنا دنیا میں محسنؔ,bajuz maujefanaa duniyaa men mohsin
ہماری جستجو کس کو رہی تہی,hamaaree justujoo kis ko rahee thee
نیا ہے شہر نیے اسرے تلاش کروں,nayaa hai shahr nae aasre talaash karoon
تو کہو گیا ہے کہاں اب تجہے تلاش کروں,too kho gayaa hai kahaan ab tujhe talaash karoon
جو دشت میں بہی جلاتے تہے فصل گل کے چراغ,jo dasht men bhee jalaate the faslegul ke charaa h
میں شہر میں بہی وہی ابلے تلاش کروں,main shahr men bhee vahee aable talaash karoon
تو عکس ہے تو کبہی میری چشم تر میں اتر,too aks hai to kabhee meree chashmetar men utar
ترے لیے میں کہاں اینے تلاش کروں,tire liye main kahaan aaine talaash karoon
تجہے حواس کی اوارگی کا علم کہاں,tujhe havaas kee aavaargee kaa ilm kahaan
کبہی میں تجہ کو ترے سامنے تلاش کروں,kabhee main tujh ko tire saamne talaash karoon
غزل کہوں کبہی سادہ سے خط لکہوں اس کو,hazal kahoon kabhee saada se khat likhoon us ko
اداس دل کے لیے مشغلے تلاش کروں,udaas dil ke liye mash hale talaash karoon
مرے وجود سے شاید ملے سراغ ترا,mire vajood se shaayad mile suraa h tiraa
کبہی میں خود کو ترے واسطے تلاش کروں,kabhee main khud ko tire vaaste talaash karoon
میں چپ رہوں کبہی بے وجہ ہنس پڑوں محسنؔ,main chup rahoon kabhee bevajh hans padoon mohsin
اسے گنوا کے عجب حوصلے تلاش کروں,use ganvaa ke ajab hausle talaash karoon
پہر وہی میں ہوں وہی شہر بدر سناٹا,phir vahee main huun vahee shahrbadar sannaataa
مجہ کو ڈس لے نہ کہیں خاک بسر سناٹا,mujh ko das le na kaheen khaakbasar sannaataa
دشت ہستی میں شب غم کی سحر کرنے کو,dashtehastee men shabe ham kee sahar karne ko
ہجر والوں نے لیا رخت سفر سناٹا,hijr vaalon ne liyaa rakhtesafar sannaataa
کس سے پوچہوں کہ کہاں ہے مرا رونے والا,kis se poochhoon ki kahaan hai miraa rone vaalaa
اس طرف میں ہوں مرے گہر سے ادہر سناٹا,is taraf main huun mire ghar se udhar sannaataa
تو صداوں کے بہنور میں مجہے اواز تو دے,too sadaaon ke bhanvar men mujhe aavaaz to de
تجہ کو دے گا مرے ہونے کی خبر سناٹا,tujh ko degaa mire hone kee khabar sannaataa
اس کو ہنگامۂ منزل کی خبر کیا دو گے,us ko hangaamaemanzil kee khabar kyaa doge
جس نے پایا ہو سر راہ گزر سناٹا,jis ne paayaa ho sareraahguzar sannaataa
حاصل کنج قفس وہم بکف تنہایی,haasilekunjeqafas vahmbakaf tanhaaee
رونق شام سفر تا بہ سحر سناٹا,raunaqeshaamesafar taabasahar sannaataa
قسمت شاعر سیماب صفت دشت کی موت,qsimateshaaireseemaabsifat dasht kee maut
قیمت ریزۂ الماس ہنر سناٹا,qeematerezaealmaasehunar sannaataa
جان محسنؔ مری تقدیر میں کب لکہا ہے,jaane mohsin miree taqdeer men kab likkhaa hai
ڈوبتا چاند ترا قرب گجر سناٹا,doobtaa chaand tiraa qurbegajar sannaataa
قتل چہپتے تہے کبہی سنگ کی دیوار کے بیچ,qatl chhupte the kabhee sang kee deevaar ke beach
اب تو کہلنے لگے مقتل بہرے بازار کے بیچ,ab to khulne lage maqtal bhare baazaar ke beach
اپنی پوشاک کے چہن جانے پہ افسوس نہ کر,apnee poshaak ke chhin jaane pe afsos na kar
سر سلامت نہیں رہتے یہاں دستار کے بیچ,sar salaamat naheen rahte yahaan dastaar ke beach
سرخیاں امن کی تلقین میں مصروف رہیں,surkhiyaan amn kee talqeen men masroof raheen
حرف بارود اگلتے رہے اخبار کے بیچ,harf baarood ugalte rahe akhbaar ke beach
کاش اس خواب کی تعبیر کی مہلت نہ ملے,kaash is khvaab kee taabeer kee mohlat na mile
شعلے اگتے نظر ایے مجہے گلزار کے بیچ,shoale ugte nazar aae mujhe gulzaar ke beach
ڈہلتے سورج کی تمازت نے بکہر کر دیکہا,dhalte sooraj kee tamaazat ne bikhar kar dekhaa
سر کشیدہ مرا سایا صف اشجار کے بیچ,sarkasheeda miraa saayaa safeashjaar ke beach
رزق ملبوس مکاں سانس مرض قرض دوا,rizq malboos makaan saans maraz qarz davaa
منقسم ہو گیا انساں انہی افکار کے بیچ,munqasim ho gayaa insaan inhee afkaar ke beach
دیکہے جاتے نہ تہے انسو مرے جس سے محسنؔ,dekhe jaate na the aansoo mire jis se mohsin
اج ہنستے ہویے دیکہا اسے اغیار کے بیچ,aaj hanste hue dekhaa use a hyaar ke beach
سانسوں کے اس ہنر کو نہ اساں خیال کر,saanson ke is hunar ko na aasaan khayaal kar
زندہ ہوں ساعتوں کو میں صدیوں میں ڈہال کر,zinda huun saaaton ko main sadiyon men dhaal kar
مالی نے اج کتنی دعاییں وصول کیں,maalee ne aaj kitnee duaaen vasool kiin
کچہ پہول اک فقیر کی جہولی میں ڈال کر,kuchh phuul ik faqeer kee jholee men daal kar
کل یوم ہجر زرد زمانوں کا یوم ہے,kul yaumehijr zard zamaanon kaa yaum hai
شب بہر نہ جاگ مفت میں انکہیں نہ لال کر,shab bhar na jaag muft men aankhen na laal kar
اے گرد باد لوٹ کے انا ہے پہر مجہے,ai gardbaad laut ke aanaa hai phir mujhe
رکہنا مرے سفر کی اذیت سنبہال کر,rakhnaa mire safar kee aziyyat sambhaal kar
محراب میں دیے کی طرح زندگی گزار,mehraab men diye kee tarah zindagee guzaar
منہ زور اندہیوں میں نہ خود کو نڈہال کر,munhzor aandhiyon men na khud ko nidhaal kar
شاید کسی نے بخل زمیں پر کیا ہے طنز,shaayad kisee ne bukhlezameen par kiyaa hai tanz
گہرے سمندروں سے جزیرے نکال کر,gahre samundaron se jazeere nikaal kar
یہ نقد جاں کہ اس کا لٹانا تو سہل ہے,ye naqdejaan ki is kaa lutaanaa to sahl hai
گر بن پڑے تو اس سے بہی مشکل سوال کر,gar ban pade to is se bhee mushkil savaal kar
محسنؔ برہنہ سر چلی ایی ہے شام غم,mohsin barahnasar chalee aaee hai shaame ham
غربت نہ دیکہ اس پہ ستاروں کی شال کر,hurbat na dekh is pe sitaaron kee shaal kar
سارے لہجے ترے بے زماں ایک میں,saare lahje tire bezamaan ek main
اس بہرے شہر میں راییگاں ایک میں,is bhare shahr men raaegaan ek main
وصل کے شہر کی روشنی ایک تو,vasl ke shahr kee raushnee ek too
ہجر کے دشت میں کارواں ایک میں,hijr ke dasht men kaarvaan ek main
بجلیوں سے بہری بارشیں زور پر,bijliyon se bharee baarishen zor par
اپنی بستی میں کچا مکاں ایک میں,apnee bastee men kachchaa makaan ek main
حسرتوں سے اٹے اسماں کے تلے,hasraton se ate aasmaan ke tale
جلتی بجہتی ہویی کہکشاں ایک میں,jalteebujhtee huee kahkashaan ek main
مجہ کو فارغ دنوں کی امانت سمجہ,mujh ko faari h dinon kee amaanat samajh
بہولی بسری ہویی داستاں ایک میں,bhooleebisree huee daastaan ek main
رونقیں شور میلے جہمیلے ترے,raunaqen shor mele jhamele tire
اپنی تنہایی کا رازداں ایک میں,apnee tanhaaee kaa raazdaan ek main
ایک میں اپنی ہی زندگی کا بہرم,ek main apnee hee zindagee kaa bharam
اپنی ہی موت پر نوحہ خواں ایک میں,apnee hee maut par nauhakhvaan ek main
اس طرف سنگ باری ہر اک بام سے,us taraf sangbaaree har ik baam se
اس طرف اینوں کی دکاں ایک میں,is taraf aainon kee dukaan ek main
وہ نہیں ہے تو محسنؔ یہ مت سوچنا,vo naheen hai to mohsin ye mat sochnaa
اب بہٹکتا پہروں گا کہاں ایک میں,ab bhataktaa phirungaa kahaan ek main
ترے بدن سے جو چہو کر ادہر بہی اتا ہے,tire badan se jo chhoo kar idhar bhee aataa hai
مثال رنگ وہ جہونکا نظر بہی اتا ہے,misaalerang vo jhonkaa nazar bhee aataa hai
تمام شب جہاں جلتا ہے اک اداس دیا,tamaam shab jahaan jaltaa hai ik udaas diyaa
ہوا کی راہ میں اک ایسا گہر بہی اتا ہے,havaa kee raah men ik aisaa ghar bhee aataa hai
وہ مجہ کو ٹوٹ کے چاہے گا چہوڑ جایے گا,vo mujh ko tuut ke chaahegaa chhod jaaegaa
مجہے خبر تہی اسے یہ ہنر بہی اتا ہے,mujhe khabar thee use ye hunar bhee aataa hai
اجاڑ بن میں اترتا ہے ایک جگنو بہی,ujaad ban men utartaa hai ek jugnoo bhee
ہوا کے ساتہ کویی ہم سفر بہی اتا ہے,havaa ke saath koee hamsafar bhee aataa hai
وفا کی کون سی منزل پہ اس نے چہوڑا تہا,vafaa kee kaun see manzil pe us ne chhodaa thaa
کہ وہ تو یاد ہمیں بہول کر بہی اتا ہے,ki vo to yaad hamen bhuul kar bhee aataa hai
جہاں لہو کے سمندر کی حد ٹہہرتی ہے,jahaan lahoo ke samundar kee had thahartee hai
وہیں جزیرۂ لعل و گہر بہی اتا ہے,vaheen jazeeraelaaloguhar bhee aataa hai
چلے جو ذکر فرشتوں کی پارسایی کا,chale jo zikr farishton kee paarsaaee kaa
تو زیر بحث مقام بشر بہی اتا ہے,to zerebahs maqaamebashar bhee aataa hai
ابہی سناں کو سنبہالے رہیں عدو میرے,abhee sinaan ko sambhaale rahen adoo mere
کہ ان صفوں میں کہیں میرا سر بہی اتا ہے,ki un safon men kaheen meraa sar bhee aataa hai
کبہی کبہی مجہے ملنے بلندیوں سے کویی,kabhee kabhee mujhe milne bulandiyon se koee
شعاع صبح کی صورت اتر بہی اتا ہے,shuaaesubh kee soorat utar bhee aataa hai
اسی لیے میں کسی شب نہ سو سکا محسنؔ,isee liye main kisee shab na so sakaa mohsin
وہ ماہتاب کبہی بام پر بہی اتا ہے,vo maahtaab kabhee baam par bhee aataa hai
اجڑ اجڑ کے سنورتی ہے تیرے ہجر کی شام,ujad ujad ke sanvartee hai tere hijr kee shaam
نہ پوچہ کیسے گزرتی ہے تیرے ہجر کی شام,na poochh kaise guzartee hai tere hijr kee shaam
یہ برگ برگ اداسی بکہر رہی ہے مری,ye barg barg udaasee bikhar rahee hai miree
کہ شاخ شاخ اترتی ہے تیرے ہجر کی شام,ki shaakh shaakh utartee hai tere hijr kee shaam
اجاڑ گہر میں کویی چاند کب اترتا ہے,ujaad ghar men koee chaand kab utartaa hai
سوال مجہ سے یہ کرتی ہے تیرے ہجر کی شام,savaal mujh se ye kartee hai tere hijr kee shaam
مرے سفر میں اک ایسا بہی موڑ اتا ہے,mire safar men ik aisaa bhee mod aataa hai
جب اپنے اپ سے ڈرتی ہے تیرے ہجر کی شام,jab apne aap se dartee hai tere hijr kee shaam
بہت عزیز ہیں دل کو یہ زخم زخم رتیں,bahut aziiz hain dil ko ye zakhm zakhm ruten
انہی رتوں میں نکہرتی ہے تیرے ہجر کی شام,inhee ruton men nikhartee hai tere hijr kee shaam
یہ میرا دل یہ سراسر نگارخانۂ غم,ye meraa dil ye saraasar nigaarkhaanae ham
سدا اسی میں اترتی ہے تیرے ہجر کی شام,sadaa isee men utartee hai tere hijr kee shaam
جہاں جہاں بہی ملیں تیری قربتوں کے نشاں,jahaan jahaan bhee milen teree qurbaton ke nishaan
وہاں وہاں سے ابہرتی ہے تیرے ہجر کی شام,vahaan vahaan se ubhartee hai tere hijr kee shaam
یہ حادثہ تجہے شاید اداس کر دے گا,ye haadisa tujhe shaayad udaas kar degaa
کہ میرے ساتہ ہی مرتی ہے تیرے ہجر کی شام,ki mere saath hee martee hai tere hijr kee shaam
اجڑے ہویے لوگوں سے گریزاں نہ ہوا کر,ujde hue logon se gurezaan na huaa kar
حالات کی قبروں کے یہ کتبے بہی پڑہا کر,haalaat kee qabron ke ye katbe bhee padhaa kar
کیا جانیے کیوں تیز ہوا سوچ میں گم ہے,kyaa jaaniye kyuun tez havaa soch men gum hai
خوابیدہ پرندوں کو درختوں سے اڑا کر,khvaabeeda parindon ko darakhton se udaa kar
اس شخص کے تم سے بہی مراسم ہیں تو ہوں گے,us shakhs ke tum se bhee maraasim hain to honge
وہ جہوٹ نہ بولے گا مرے سامنے ا کر,vo jhuut na bolegaa mire saamne aa kar
